,internet_name,internet_geo_id,internet_geo_type,internet_year,internet_date,internet_variable_code,internet_variable_label,internet_value,internet_Latitude,internet_Longitude,fips_internet_geo_id,covid_date_as_of,covid_last_week,covid_state,covid_county_name,covid_fips_county_code,covid_deaths_involving_covid_19,covid_deaths_from_all_causes,covid_Longitude,covid_Latitude
2373,"Orange County, California",0500000US06059,county,2017,2017-12-31,B28002_013E,Households with no internet access,97075.0,-117.7214485825747,33.66757496968485,6059,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,CA,Orange County,6059.0,1375.0,17042.0,-119.662127,37.211164
2374,"Burke County, North Carolina",0500000US37023,county,2018,2018-12-31,B28002_013E,Households with no internet access,9983.0,-81.75312393212289,35.77926,37023,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NC,Burke County,37023.0,40.0,647.0,-79.130883,35.52603
2376,"Hennepin County, Minnesota",0500000US27053,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,133772.0,-93.48730294508897,45.0118695,27053,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MN,Hennepin County,27053.0,1026.0,8792.0,-94.198308,46.349153
2378,"Howard County, Iowa",0500000US19089,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,2496.0,-92.31718302759734,43.36397854695632,19089,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IA,Howard County,19089.0,10.0,78.0,-93.500061,42.074659
2379,"Newton County, Missouri",0500000US29145,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,7389.0,-94.34113918385448,36.90247975411805,29145,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MO,Newton County,29145.0,96.0,1177.0,-92.477244,38.3675
2382,"Johnson County, Kansas",0500000US20091,county,2018,2018-12-31,B28002_013E,Households with no internet access,14658.0,-94.83198285924907,38.90215014415044,20091,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,KS,Johnson County,20091.0,215.0,3348.0,-98.38018,38.484729
2384,"Ross County, Ohio",0500000US39141,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,17160.0,-83.06487107067781,39.3425405,39141,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OH,Ross County,39141.0,27.0,768.0,-82.70936,40.415534
2386,"Baldwin County, Georgia",0500000US13009,county,2018,2018-12-31,B28002_013E,Households with no internet access,3930.0,-83.25203890223679,33.0583355,13009,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,GA,Baldwin County,13009.0,60.0,381.0,-83.426574,32.638481
2389,"Accomack County, Virginia",0500000US51001,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,6416.0,-75.69493250825141,37.7372445,51001,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,VA,Accomack County,51001.0,20.0,342.0,-78.666382,37.510861
2390,"Yazoo County, Mississippi",0500000US28163,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,4856.0,-90.36089875157388,32.7628845,28163,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MS,Yazoo County,28163.0,18.0,178.0,-89.65344,32.713378
2391,"Waller County, Texas",0500000US48473,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,7853.0,-95.99969533799427,29.9881015,48473,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Waller County,48473.0,10.0,192.0,-99.317341,31.447238
2395,"Ector County, Texas",0500000US48135,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,21622.0,-102.5429127252342,31.868751,48135,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Ector County,48135.0,141.0,1182.0,-99.317341,31.447238
2402,"Mercer County, Kentucky",0500000US21167,county,2018,2018-12-31,B28002_013E,Households with no internet access,2001.0,-84.86777227009341,37.8235985,21167,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,KY,Mercer County,21167.0,14.0,170.0,-85.290484,37.526683
2406,"Horry County, South Carolina",0500000US45051,county,2017,2017-12-31,B28002_013E,Households with no internet access,19765.0,-78.9730316029461,33.9345325,45051,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,SC,Horry County,45051.0,222.0,3339.0,-80.864614,33.878572
2407,"Ellis County, Texas",0500000US48139,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,15481.0,-96.76720458711063,32.295957,48139,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Ellis County,48139.0,52.0,955.0,-99.317341,31.447238
2408,"Rockwall County, Texas",0500000US48397,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,5267.0,-96.40771166540759,32.89474749999999,48397,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Rockwall County,48397.0,64.0,667.0,-99.317341,31.447238
2411,"Tattnall County, Georgia",0500000US13267,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,4276.0,-82.05322050960473,32.0536885,13267,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,GA,Tattnall County,13267.0,11.0,133.0,-83.426574,32.638481
2413,"Aiken County, South Carolina",0500000US45003,county,2017,2017-12-31,B28002_013E,Households with no internet access,15019.0,-81.66299632792897,33.5363985,45003,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,SC,Aiken County,45003.0,79.0,1382.0,-80.864614,33.878572
2418,"Newberry County, South Carolina",0500000US45071,county,2017,2017-12-31,B28002_013E,Households with no internet access,5240.0,-81.6232307540173,34.302201,45071,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,SC,Newberry County,45071.0,28.0,341.0,-80.864614,33.878572
2419,"Lake County, Illinois",0500000US17097,county,2017,2017-12-31,B28002_013E,Households with no internet access,26044.0,-88.01537271090086,42.3254345786324,17097,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IL,Lake County,17097.0,416.0,4452.0,-89.148632,40.124144
2420,"Virginia Beach city, Virginia",0500000US51810,county,2018,2018-12-31,B28002_013E,Households with no internet access,15100.0,-76.03463114486513,36.7425851170308,51810,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,VA,Virginia Beach city,51810.0,97.0,2520.0,-78.666382,37.510861
2422,"Pemiscot County, Missouri",0500000US29155,county,2018,2018-12-31,B28002_013E,Households with no internet access,1989.0,-89.81840943501248,36.21377231588639,29155,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MO,Pemiscot County,29155.0,12.0,160.0,-92.477244,38.3675
2424,"Lincoln County, South Dakota",0500000US46083,county,2017,2017-12-31,B28002_013E,Households with no internet access,1623.0,-96.75604260748528,43.2923335,46083,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,SD,Lincoln County,46083.0,13.0,209.0,-100.230491,44.43614
2427,"Brown County, Texas",0500000US48049,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,5913.0,-98.95983945076436,31.7718075,48049,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Brown County,48049.0,30.0,399.0,-99.317341,31.447238
2429,"Natchitoches Parish, Louisiana",0500000US22069,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,12830.0,-93.20491616712334,31.746471,22069,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,LA,Natchitoches Parish,22069.0,19.0,268.0,-91.840238,30.921314
2430,"Riverside County, California",0500000US06065,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,437180.0,-116.0202631293972,33.75368949999999,6065,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,CA,Riverside County,6065.0,1361.0,14663.0,-119.662127,37.211164
2434,"Multnomah County, Oregon",0500000US41051,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,126836.0,-122.6645562893729,45.58054089434765,41051,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OR,Multnomah County,41051.0,199.0,5261.0,-120.605279,43.940449
2441,"Merced County, California",0500000US06047,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,40383.0,-120.609229699868,37.18732,6047,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,CA,Merced County,6047.0,86.0,1225.0,-119.662127,37.211164
2442,"Grayson County, Kentucky",0500000US21085,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,6548.0,-86.34940698562443,37.4722615,21085,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,KY,Grayson County,21085.0,10.0,191.0,-85.290484,37.526683
2446,"Carbon County, Pennsylvania",0500000US42025,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,17705.0,-75.75196461243792,40.932027,42025,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,PA,Carbon County,42025.0,20.0,498.0,-77.838886,40.896694
2451,"Patrick County, Virginia",0500000US51141,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,5932.0,-80.27200679634922,36.7068665,51141,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,VA,Patrick County,51141.0,13.0,147.0,-78.666382,37.510861
2452,"Canadian County, Oklahoma",0500000US40017,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,10332.0,-97.98883212139015,35.5236525,40017,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OK,Canadian County,40017.0,11.0,518.0,-97.508297,35.583449
2456,"Stearns County, Minnesota",0500000US27145,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,31282.0,-94.64084603606881,45.5284405,27145,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MN,Stearns County,27145.0,66.0,1357.0,-94.198308,46.349153
2457,"Marion County, Alabama",0500000US01093,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,5175.0,-87.91820629506007,34.11842799999999,1093,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,AL,Marion County,1093.0,25.0,304.0,-86.844516,32.756889
2462,"Duplin County, North Carolina",0500000US37061,county,2018,2018-12-31,B28002_013E,Households with no internet access,7574.0,-77.90826530066639,34.9545735,37061,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NC,Duplin County,37061.0,22.0,302.0,-79.130883,35.52603
2465,"St. Bernard Parish, Louisiana",0500000US22087,county,2018,2018-12-31,B28002_013E,Households with no internet access,3597.0,-89.60778238052566,29.855664,22087,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,LA,St. Bernard Parish,22087.0,17.0,219.0,-91.840238,30.921314
2466,"Smyth County, Virginia",0500000US51173,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,5818.0,-81.51137546798981,36.8242575,51173,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,VA,Smyth County,51173.0,11.0,265.0,-78.666382,37.510861
2470,"Missoula County, Montana",0500000US30063,county,2017,2017-12-31,B28002_013E,Households with no internet access,6736.0,-113.9447939294145,47.11363799999999,30063,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MT,Missoula County,30063.0,14.0,819.0,-109.645127,47.033521
2471,"Westmoreland County, Pennsylvania",0500000US42129,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,36111.0,-79.38602324931466,40.3616,42129,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,PA,Westmoreland County,42129.0,81.0,2800.0,-77.838886,40.896694
2475,"Hill County, Montana",0500000US30041,county,2018,2018-12-31,B28002_013E,Households with no internet access,1184.0,-110.1234978463194,48.567213,30041,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MT,Hill County,30041.0,16.0,113.0,-109.645127,47.033521
2482,"Riverside County, California",0500000US06065,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,345724.0,-116.0202631293972,33.75368949999999,6065,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,CA,Riverside County,6065.0,1361.0,14663.0,-119.662127,37.211164
2483,"Mohave County, Arizona",0500000US04015,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,76142.0,-113.9938857604654,35.6041895,4015,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,AZ,Mohave County,4015.0,193.0,2739.0,-111.664616,34.293239
2485,"Douglas County, Missouri",0500000US29067,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,2718.0,-92.4990456723096,36.9289445,29067,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MO,Douglas County,29067.0,12.0,102.0,-92.477244,38.3675
2488,"Lafourche Parish, Louisiana",0500000US22057,county,2018,2018-12-31,B28002_013E,Households with no internet access,8010.0,-90.3424397026852,29.503579,22057,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,LA,Lafourche Parish,22057.0,133.0,780.0,-91.840238,30.921314
2489,"Iberia Parish, Louisiana",0500000US22045,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,14679.0,-91.8130963446801,29.9251495,22045,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,LA,Iberia Parish,22045.0,61.0,620.0,-91.840238,30.921314
2498,"Ohio County, West Virginia",0500000US54069,county,2017,2017-12-31,B28002_013E,Households with no internet access,4870.0,-80.61422758085914,40.1008628884242,54069,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,WV,Ohio County,54069.0,20.0,718.0,-80.613729,38.642579
2504,"Flagler County, Florida",0500000US12035,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,12575.0,-81.3092675536578,29.46553271301083,12035,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,FL,Flagler County,12035.0,44.0,1181.0,-82.420978,28.260731
2507,"Portage County, Ohio",0500000US39133,county,2018,2018-12-31,B28002_013E,Households with no internet access,9185.0,-81.19746734187649,41.167269,39133,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OH,Portage County,39133.0,47.0,1006.0,-82.70936,40.415534
2508,"Dallas County, Texas",0500000US48113,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,377154.0,-96.77734099614165,32.769029,48113,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Dallas County,48113.0,1183.0,14262.0,-99.317341,31.447238
2509,"Medina County, Texas",0500000US48325,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,11142.0,-99.1087897419799,29.384784,48325,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Medina County,48325.0,10.0,260.0,-99.317341,31.447238
2513,"Lincoln County, Mississippi",0500000US28085,county,2018,2018-12-31,B28002_013E,Households with no internet access,4564.0,-90.43893803156247,31.5366045,28085,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MS,Lincoln County,28085.0,47.0,337.0,-89.65344,32.713378
2514,"Shelby County, Alabama",0500000US01117,county,2017,2017-12-31,B28002_013E,Households with no internet access,8992.0,-86.6799771730457,33.282078,1117,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,AL,Shelby County,1117.0,88.0,1123.0,-86.844516,32.756889
2520,"Whitman County, Washington",0500000US53075,county,2017,2017-12-31,B28002_013E,Households with no internet access,2048.0,-117.520446018576,46.83843648299994,53075,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,WA,Whitman County,53075.0,15.0,199.0,-120.592492,47.411715
2521,"Elmore County, Alabama",0500000US01051,county,2017,2017-12-31,B28002_013E,Households with no internet access,5207.0,-86.151811125,32.5862035,1051,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,AL,Elmore County,1051.0,35.0,523.0,-86.844516,32.756889
2524,"Gratiot County, Michigan",0500000US26057,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,6449.0,-84.6023590601281,43.2779115,26057,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MI,Gratiot County,26057.0,18.0,349.0,-85.730977,44.874798
2526,"Malheur County, Oregon",0500000US41045,county,2017,2017-12-31,B28002_013E,Households with no internet access,2691.0,-117.6275321232537,43.20604041715199,41045,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OR,Malheur County,41045.0,10.0,223.0,-120.605279,43.940449
2535,"Columbia County, New York",0500000US36021,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,18640.0,-73.64222963664764,42.243069,36021,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NY,Columbia County,36021.0,49.0,481.0,-75.59655,42.921241
2536,"Franklin County, Massachusetts",0500000US25011,county,2018,2018-12-31,B28002_013E,Households with no internet access,4710.0,-72.56193613355867,42.5192945,25011,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MA,Franklin County,25011.0,37.0,451.0,-71.481104,42.151077
2539,"Washington County, Arkansas",0500000US05143,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,37160.0,-94.23994856769437,35.994284,5143,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,AR,Washington County,5143.0,181.0,1859.0,-92.439162,34.899825
2541,"Osceola County, Florida",0500000US12097,county,2017,2017-12-31,B28002_013E,Households with no internet access,22122.0,-81.12516869678811,27.99282770014634,12097,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,FL,Osceola County,12097.0,217.0,2146.0,-82.420978,28.260731
2550,"Nassau County, Florida",0500000US12089,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,21894.0,-81.87444999801193,30.55163598832255,12089,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,FL,Nassau County,12089.0,17.0,546.0,-82.420978,28.260731
2554,"Warrick County, Indiana",0500000US18173,county,2018,2018-12-31,B28002_013E,Households with no internet access,3442.0,-87.28471631737594,38.0619795,18173,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IN,Warrick County,18173.0,69.0,787.0,-86.2818,39.919991
2556,"Crisp County, Georgia",0500000US13081,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,5449.0,-83.7660233686185,31.9178465,13081,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,GA,Crisp County,13081.0,35.0,261.0,-83.426574,32.638481
2558,"Columbia County, Florida",0500000US12023,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,17039.0,-82.62622643317945,30.21480872475928,12023,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,FL,Columbia County,12023.0,82.0,826.0,-82.420978,28.260731
2560,"Chaffee County, Colorado",0500000US08015,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,1807.0,-106.1827544818371,38.7406605,8015,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,CO,Chaffee County,8015.0,17.0,148.0,-105.547832,38.998552
2561,"Johnston County, North Carolina",0500000US37101,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,33619.0,-78.38885853257882,35.536127,37101,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NC,Johnston County,37101.0,27.0,823.0,-79.130883,35.52603
2562,"Columbia County, Florida",0500000US12023,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,10649.0,-82.62622643317945,30.21480872475928,12023,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,FL,Columbia County,12023.0,82.0,826.0,-82.420978,28.260731
2563,"Garland County, Arkansas",0500000US05051,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,18300.0,-93.10602060934507,34.5837855,5051,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,AR,Garland County,5051.0,97.0,1387.0,-92.439162,34.899825
2568,"Effingham County, Georgia",0500000US13103,county,2017,2017-12-31,B28002_013E,Households with no internet access,3010.0,-81.32282744083514,32.346041,13103,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,GA,Effingham County,13103.0,10.0,226.0,-83.426574,32.638481
2571,"Potter County, Texas",0500000US48375,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,20168.0,-101.8938269561088,35.435005,48375,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Potter County,48375.0,205.0,1742.0,-99.317341,31.447238
2574,"Ford County, Kansas",0500000US20057,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,4875.0,-99.88694445605786,37.690948,20057,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,KS,Ford County,20057.0,22.0,188.0,-98.38018,38.484729
2575,"Butler County, Ohio",0500000US39017,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,47018.0,-84.57693826552294,39.44807849999999,39017,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OH,Butler County,39017.0,110.0,2461.0,-82.70936,40.415534
2579,"Platte County, Missouri",0500000US29165,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,6936.0,-94.75553331425135,39.34497411536825,29165,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MO,Platte County,29165.0,26.0,498.0,-92.477244,38.3675
2580,"Dougherty County, Georgia",0500000US13095,county,2017,2017-12-31,B28002_013E,Households with no internet access,9261.0,-84.22196852482242,31.54297,13095,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,GA,Dougherty County,13095.0,215.0,1168.0,-83.426574,32.638481
2581,"Manassas city, Virginia",0500000US51683,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,5962.0,-77.48354249169219,38.7429484815205,51683,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,VA,Manassas city,51683.0,98.0,418.0,-78.666382,37.510861
2582,"Henrico County, Virginia",0500000US51087,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,65204.0,-77.30323224395758,37.532147499999994,51087,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,VA,Henrico County,51087.0,221.0,2775.0,-78.666382,37.510861
2585,"Upson County, Georgia",0500000US13293,county,2018,2018-12-31,B28002_013E,Households with no internet access,3043.0,-84.29257856756756,32.844445,13293,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,GA,Upson County,13293.0,86.0,436.0,-83.426574,32.638481
2587,"La Crosse County, Wisconsin",0500000US55063,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,25154.0,-91.12770328591594,43.90830308462927,55063,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,WI,La Crosse County,55063.0,39.0,1137.0,-89.732969,44.639954
2589,"Hanover County, Virginia",0500000US51085,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,24692.0,-77.55236089940749,37.771754,51085,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,VA,Hanover County,51085.0,96.0,1076.0,-78.666382,37.510861
2596,"McDowell County, North Carolina",0500000US37111,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,8498.0,-82.04297503444417,35.73806669716116,37111,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NC,McDowell County,37111.0,12.0,213.0,-79.130883,35.52603
2599,"Brazoria County, Texas",0500000US48039,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,31553.0,-95.45657065653569,29.2096155,48039,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Brazoria County,48039.0,150.0,1776.0,-99.317341,31.447238
2602,"Erie County, New York",0500000US36029,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,133648.0,-78.66742327611883,42.76814991099064,36029,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NY,Erie County,36029.0,754.0,8505.0,-75.59655,42.921241
2603,"Ellis County, Kansas",0500000US20051,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,6117.0,-99.31720768851062,38.924842,20051,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,KS,Ellis County,20051.0,40.0,290.0,-98.38018,38.484729
2606,"Perkins County, Nebraska",0500000US31135,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,890.0,-101.6497475815509,40.8357491869655,31135,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,NE,Perkins County,31135.0,11.0,32.0,-99.810595,41.527099
2611,"Plymouth County, Massachusetts",0500000US25023,county,2017,2017-12-31,B28002_013E,Households with no internet access,22045.0,-70.86045824513792,41.9673300874936,25023,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MA,Plymouth County,25023.0,629.0,3847.0,-71.481104,42.151077
2614,"Monterey County, California",0500000US06053,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,76257.0,-121.4874786411226,36.35022861057075,6053,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,CA,Monterey County,6053.0,86.0,2114.0,-119.662127,37.211164
2615,"Richland County, Illinois",0500000US17159,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,2348.0,-88.09651775470758,38.7090175,17159,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,IL,Richland County,17159.0,19.0,199.0,-89.148632,40.124144
2616,"Union County, Georgia",0500000US13291,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,8856.0,-83.96078522244241,34.81553049999999,13291,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,GA,Union County,13291.0,21.0,253.0,-83.426574,32.638481
2619,"Charleston County, South Carolina",0500000US45019,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,56323.0,-80.06235136220081,32.8541755,45019,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,SC,Charleston County,45019.0,376.0,4030.0,-80.864614,33.878572
2621,"Canadian County, Oklahoma",0500000US40017,county,2018,2018-12-31,B28002_013E,Households with no internet access,5645.0,-97.98883212139015,35.5236525,40017,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,OK,Canadian County,40017.0,11.0,518.0,-97.508297,35.583449
2622,"Evangeline Parish, Louisiana",0500000US22039,county,2017,2017-12-31,S1701_C02_001E,Population below poverty level,8454.0,-92.38523983802204,30.741966,22039,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,LA,Evangeline Parish,22039.0,24.0,260.0,-91.840238,30.921314
2623,"Kenosha County, Wisconsin",0500000US55059,county,2017,2017-12-31,B28002_013E,Households with no internet access,10292.0,-88.0587780256283,42.58114515482465,55059,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,WI,Kenosha County,55059.0,99.0,1215.0,-89.732969,44.639954
2626,"Limestone County, Texas",0500000US48293,county,2018,2018-12-31,S1701_C02_001E,Population below poverty level,4670.0,-96.54779580455236,31.5109905,48293,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Limestone County,48293.0,12.0,199.0,-99.317341,31.447238
2627,"Kleberg County, Texas",0500000US48273,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,5498.0,-97.71392161423452,27.42114,48273,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Kleberg County,48273.0,38.0,213.0,-99.317341,31.447238
2630,"Kaufman County, Texas",0500000US48257,county,2017,2017-12-31,S0101_C01_028E,Population over 60 years old,19451.0,-96.2991280821631,32.5953265,48257,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,TX,Kaufman County,48257.0,20.0,596.0,-99.317341,31.447238
2631,"Washington County, Pennsylvania",0500000US42125,county,2018,2018-12-31,B28002_013E,Households with no internet access,14499.0,-80.23842713732355,40.21485799999999,42125,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,PA,Washington County,42125.0,27.0,1825.0,-77.838886,40.896694
2632,"Madison County, Mississippi",0500000US28089,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,19326.0,-90.00878482974132,32.642407,28089,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MS,Madison County,28089.0,60.0,812.0,-89.65344,32.713378
2636,"St. Martin Parish, Louisiana",0500000US22099,county,2018,2018-12-31,S0101_C01_028E,Population over 60 years old,10743.0,-91.77983324227395,30.265258,22099,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,LA,St. Martin Parish,22099.0,20.0,309.0,-91.840238,30.921314
2637,"Lee County, Mississippi",0500000US28081,county,2017,2017-12-31,B28002_013E,Households with no internet access,8509.0,-88.68503623010058,34.28977999999999,28081,2020-11-04T00:00:00.000,2020-10-31T00:00:00.000,MS,Lee County,28081.0,237.0,1756.0,-89.65344,32.713378
